CTV3ID,CTV3PreferredTermDesc,CTV3Source
23E5.,O/E - fibrosis of lung present,High_Level_SNOMED
7450.,Lung transplant,CTV3Map_Code_And_Term
7450y,Other specified transplantation of lung,CTV3Map_Code_And_Term
7450z,Transplantation of lung NOS,CTV3Map_Code_And_Term
A114.,Tuberculous fibrosis of lung,High_Level_SNOMED
A115.,Tuberculous bronchiectasis,CTV3Map_Code_And_Term
A7899,HIV disease resulting in lymphoid interstitial pneumonitis,CTV3_Children
AD52.,Sarcoidosis of lung with sarcoidosis of lymph nodes,CTV3Map_Code_And_Term
C370.,Cystic fibrosis,CTV3Map_Code_And_Term
C370.,Cystic fibrosis,CTV3Map_Code_Only
C3700,Cystic fibrosis with no meconium ileus,CTV3Map_Code_And_Term
C3701,Meconium ileus in cystic fibrosis,CTV3Map_Code_And_Term
C3701,Meconium ileus in cystic fibrosis,CTV3Map_Code_Only
C3702,Cystic fibrosis with pulmonary manifestations,CTV3Map_Code_And_Term
C3703,Cystic fibrosis with intestinal manifestations,CTV3Map_Code_And_Term
C370z,Cystic fibrosis NOS,CTV3Map_Code_And_Term
H0614,Obliterating fibrous bronchiolitis,QOF
H31y0,Chronic tracheitis,QOF
H31y1,Chronic tracheobronchitis,CTV3Map_Code_And_Term
H32y2,MacLeods syndrome,CTV3Map_Code_And_Term
H32y2,MacLeods syndrome,CTV3Map_Code_Only
H32yz,(Sawyer-Jones syndrome) or (other emphysema NOS),CTV3_Children
H34..,Bronchiectasis,CTV3Map_Code_And_Term
H340.,Recurrent bronchiectasis,CTV3Map_Code_And_Term
H341.,Post-infective bronchiectasis,CTV3Map_Code_And_Term
H34z.,Bronchiectasis NOS,CTV3Map_Code_And_Term
H35..,Extrinsic allergic alveolitis,CTV3Map_Code_And_Term
H35..,Extrinsic allergic alveolitis,CTV3Map_Code_Only
H350.,Farmers' lung,CTV3Map_Code_And_Term
H351.,Bagassosis,CTV3Map_Code_And_Term
H352.,Bird-fancier's lung,CTV3Map_Code_And_Term
H3520,Budgerigar-fanciers' lung,CTV3Map_Code_And_Term
H3521,Pigeon-fanciers' lung,CTV3Map_Code_And_Term
H352z,Bird-fancier's lung NOS,CTV3Map_Code_And_Term
H353.,Cork-handlers' lung,CTV3Map_Code_And_Term
H354.,Malt workers' lung,CTV3Map_Code_And_Term
H355.,Mushroom workers' lung,CTV3Map_Code_And_Term
H356.,Maple bark strippers' lung,CTV3Map_Code_And_Term
H357.,Ventilation pneumonitis,CTV3Map_Code_And_Term
H35y.,Other allergic alveolitis,CTV3Map_Code_And_Term
H35y0,Cheese-washers' lung,CTV3Map_Code_And_Term
H35y1,Coffee-workers' lung,CTV3Map_Code_And_Term
H35y2,Fish-meal workers' lung,CTV3Map_Code_And_Term
H35y3,Furriers' lung,CTV3_Children
H35y4,Grain-handlers' disease,CTV3_Children
H35y5,Pituitary snuff-takers' disease,CTV3Map_Code_And_Term
H35y6,Sequoiosis,CTV3Map_Code_And_Term
H35y7,Wood pulp workers' lung,CTV3_Children
H35y8,Air-conditioner and humidifier lung,CTV3Map_Code_And_Term
H35yz,Other allergic alveolitis NOS,CTV3Map_Code_And_Term
H35z.,Allergic alveolitis and pneumonitis NOS,CTV3Map_Code_And_Term
H35z0,Allergic extrinsic alveolitis NOS,CTV3Map_Code_And_Term
H35z1,Hypersensitivity pneumonitis NOS,CTV3Map_Code_And_Term
H4...,Lung dis: [pneumoconioses] or [occup] or [due extern agent],CTV3_Children
H40..,Coal workers' pneumoconiosis,CTV3Map_Code_And_Term
H41..,Asbestos pneumoconiosis,CTV3Map_Code_And_Term
H41z.,Asbestosis NOS,CTV3Map_Code_And_Term
H42..,Silicosis,CTV3Map_Code_And_Term
H420.,Talc pneumoconiosis,CTV3Map_Code_And_Term
H421.,Simple silicosis,CTV3Map_Code_And_Term
H422.,Complicated silicosis,CTV3Map_Code_And_Term
H423.,Massive silicotic fibrosis,CTV3Map_Code_And_Term
H42z.,Silica pneumoconiosis NOS,CTV3Map_Code_And_Term
H43..,Pneumoconiosis due to other inorganic dust,CTV3Map_Code_And_Term
H430.,Aluminium lung,CTV3_Children
H431.,Bauxite pneumoconiosis,CTV3Map_Code_And_Term
H432.,Berylliosis,CTV3Map_Code_And_Term
H433.,Graphite pneumoconiosis,CTV3Map_Code_And_Term
H434.,Iron pneumoconiosis,CTV3Map_Code_And_Term
H435.,Tin pneumoconiosis,CTV3Map_Code_And_Term
H43z.,Pneumoconiosis due to inorganic dust NOS,CTV3Map_Code_And_Term
H44..,Pneumopathy due to inhalation of other dust,CTV3Map_Code_And_Term
H440.,Byssinosis,CTV3Map_Code_And_Term
H441.,Cannabinosis,CTV3Map_Code_And_Term
H44z.,Pneumopathy due to inhalation of other dust NOS,CTV3Map_Code_And_Term
H45..,Pneumoconiosis NOS,CTV3Map_Code_And_Term
H450.,Pneumoconiosis associated with tuberculosis,CTV3Map_Code_And_Term
H460.,Bronchitis and pneumonitis due to chemical fumes,High_Level_SNOMED
H4601,Acute pneumonitis due to chemical fumes,High_Level_SNOMED
H460z,Bronchitis and pneumonitis due to chemical fumes NOS,High_Level_SNOMED
H464.,Chronic respiratory conditions due to chemical fumes,CTV3Map_Code_And_Term
H4641,Toxic bronchiolitis obliterans,CTV3Map_Code_And_Term
H4642,Chronic pulmonary fibrosis due to chemical fumes,CTV3Map_Code_And_Term
H464z,Chronic respiratory conditions due to chemical fumes NOS,CTV3Map_Code_And_Term
H46z0,Silo-fillers' disease,High_Level_SNOMED
H47..,Aspiration pneumonitis,High_Level_SNOMED
H4y0.,Acute pulmonary radiation disease,High_Level_SNOMED
H4y00,Acute radiation pneumonitis,High_Level_SNOMED
H4y0z,Acute pulmonary radiation disease NOS,High_Level_SNOMED
H4y1.,Chronic pulmonary radiation disease,CTV3Map_Code_And_Term
H4y10,Radiation-induced diffuse interstitial pulmonary fibrosis,CTV3Map_Code_And_Term
H4y1z,Chronic pulmonary radiation disease NOS,CTV3Map_Code_And_Term
H4y2.,Drug-induced interstitial lung disorders,CTV3Map_Code_And_Term
H4y20,Acute drug-induced interstitial lung disorders,CTV3_Children
H4y21,Chronic drug-induced interstitial lung disorders,CTV3Map_Code_And_Term
H52y1,Persistent pneumothorax,QOF
H5302,Gangrenous pneumonia,High_Level_SNOMED
H5410,Chronic pulmonary oedema,CTV3Map_Code_And_Term
H55..,Lung: [cirrhosis of] or [postinflamm pulmonary fibrosis],CTV3_Children
H561.,Idiopathic pulmonary haemosiderosis,CTV3Map_Code_And_Term
H563.,(Fibros alveolitis: [idiopath][cryptog]) or (Hamm-Rich synd),CTV3_Children
H5631,Diffuse interstitial pulmonary fibrosis,CTV3Map_Code_And_Term
H563z,Idiopathic fibrosing alveolitis NOS,CTV3Map_Code_And_Term
H56y0,Endogenous lipoid pneumonia,High_Level_SNOMED
H571.,Rheumatic pneumonia,CTV3Map_Code_And_Term
H572.,Lung disease with systemic sclerosis,CTV3Map_Code_And_Term
H57y0,Pulmonary amyloidosis,CTV3Map_Code_And_Term
H57y1,Lung disease with polymyositis,CTV3Map_Code_And_Term
H57y2,Pulmonary sarcoidosis,CTV3Map_Code_And_Term
H57y3,Lung disease with Sjogren's disease,CTV3Map_Code_And_Term
H57y4,Lung disease with systemic lupus erythematosus,CTV3Map_Code_And_Term
H581.,(Emphysema [interstitial]/[mediastinal])/(pneumomediastinum),High_Level_SNOMED
H583.,Pulmonary eosinophilia,High_Level_SNOMED
Hy02.,Chronic pulmonary insufficiency following surgery,CTV3Map_Code_And_Term
Hyu40,[X]Pneumoconiosis due to other dust containing silica,CTV3Map_Code_And_Term
Hyu41,[X]Pneumoconiosis due to other specified inorganic dusts,CTV3_Children
Hyu43,[X]Hypersensitivity pneumonitis due to other organic dusts,CTV3_Children
Hyu47,[X]Pneumonitis due to inhalation of other solids and liquids,High_Level_SNOMED
Hyu50,[X]Other interstitial pulmonary diseases with fibrosis,CTV3Map_Code_And_Term
K260.,(Azoospermia) or (Young's syndrome),High_Level_SNOMED
L380.,(Obstet anaesth + pulm complications) or (Mendelson's syndr),High_Level_SNOMED
N0421,Rheumatoid lung,CTV3Map_Code_And_Term
N0421,Rheumatoid lung,CTV3Map_Code_Only
N04y0,(Rheum lung) or (Caplan synd) or (fibr alveolit assoc arthr),High_Level_SNOMED
P851.,Pulmonary hypoplasia,CTV3_Children
P861.,Congenital bronchiectasis,CTV3Map_Code_And_Term
PK35.,Kartageners syndrome,High_Level_SNOMED
Q317.,Neonatal chronic respiratory disease,CTV3Map_Code_And_Term
Q3170,Bronchopulmonary dysplasia,CTV3Map_Code_And_Term
Q3171,Prematurity with interstitial pulmonary fibrosis,CTV3Map_Code_And_Term
Q3172,Pulmonary dysmaturity,CTV3Map_Code_And_Term
Q317z,Perinatal chronic respiratory disease NOS,CTV3Map_Code_And_Term
Qyu36,[X]Other chronic resp diseases originating/perinatal period,CTV3_Children
SP130,Mendelson's syndrome as a complication of care,High_Level_SNOMED
SP131,Other aspiration pneumonia as a complication of care,High_Level_SNOMED
X00s1,Single lung transplant,CTV3Map_Code_And_Term
X00s2,Double lung transplant,CTV3Map_Code_And_Term
X00s3,Double lung transplant as a block,CTV3_Children
X00s4,Bilateral sequential single lung transplant,CTV3_Children
X100V,Chronic pulmonary coccidioidomycosis,QOF
X100l,Congenital cystic bronchiectasis,CTV3_Children
X100m,Acquired bronchiectasis,CTV3_Children
X100n,Idiopathic bronchiectasis,CTV3_Children
X100o,Obstructive bronchiectasis,CTV3_Children
X100p,Toxin-induced bronchiectasis,CTV3_Children
X100q,Bronchiectasis due to toxic aspiration,CTV3_Children
X100r,Bronchiectasis due to toxic inhalation,CTV3_Children
X100t,Post-lung transplantation bronchiectasis,CTV3_Children
X101U,Asbestos-induced pleural plaque,CTV3Map_Code_And_Term
X101U,Asbestos-induced pleural plaque,CTV3Map_Code_Only
X101X,Inherited mucociliary clearance defect,High_Level_SNOMED
X101Z,Primary ciliary dyskinesia,High_Level_SNOMED
X101a,Primary ciliary dyskinesia - transposn ciliary microtubules,High_Level_SNOMED
X101b,Immotile cilia syndrome due to defective radial spokes,High_Level_SNOMED
X101c,Immotile cilia syndrome due to excessively long cilia,High_Level_SNOMED
X101d,Young's syndrome,QOF
X101e,Rutland ciliary disorientation syndrome,High_Level_SNOMED
X101k,Byssinosis grade 3,CTV3_Children
X101l,Bronchiolitis obliterans,CTV3Map_Code_And_Term
X101m,Drug-induced bronchiolitis obliterans,CTV3_Children
X102B,Mill fever,CTV3_Children
X102H,Cryptogenic pulmonary eosinophilia,High_Level_SNOMED
X102J,Animal handlers' lung,CTV3_Children
X102K,Dog house disease,CTV3_Children
X102L,Dry rot lung,CTV3_Children
X102M,Lycoperdonosis,CTV3_Children
X102N,Wheat weevil disease,CTV3_Children
X102O,New Guinea lung,CTV3_Children
X102P,Paprika splitters' lung,CTV3_Children
X102Q,Pyrethrum alveolitis,CTV3_Children
X102R,Rodent handlers' lung,CTV3_Children
X102S,Sewage workers' lung,CTV3_Children
X102T,Summer-type hypersensitivity pneumonitis,CTV3_Children
X102U,Vineyard sprayers' lung,CTV3_Children
X102j,Cryptogenic organising pneumonitis,CTV3Map_Code_And_Term
X102j,Cryptogenic organising pneumonitis,CTV3Map_Code_Only
X102k,"Seasonal crypt organising pneumonia, biochemical cholestasis",CTV3_Children
X102u,Pulmonary fibrosis,CTV3Map_Code_And_Term
X102v,Usual interstitial pneumonitis,CTV3Map_Code_And_Term
X102v,Usual interstitial pneumonitis,CTV3Map_Code_Only
X102w,Desquamative interstitial pneumonitis,CTV3_Children
X102x,Lymphoid interstitial pneumonitis,CTV3_Children
