CTV3ID,CTV3PreferredTermDesc,CTV3Source
6664.,Mental handicap problem,CTV3Map_Code_And_Term
C3911,DiGeorge syndrome,High_Level_SNOMED
E1400,Active infantile autism,CTV3Map_Code_And_Term
E1401,Residual infantile autism,CTV3Map_Code_And_Term
E140z,Infantile autism NOS,CTV3Map_Code_And_Term
E141.,Childhood disintegrative disorder,CTV3Map_Code_And_Term
E141.,Childhood disintegrative disorder,CTV3Map_Code_Only
XaCKc,Down's screening blood test abnormal,CTV3Map_Code_And_Term
E1410,Active disintegrative psychoses,CTV3_Children
E1411,Residual disintegrative psychoses,CTV3_Children
E141z,Disintegrative psychosis NOS,CTV3_Children
E2F0.,Specific reading disorder,High_Level_SNOMED
E2F00,Reading disorder unspecified,High_Level_SNOMED
E2F0z,Specific reading disorder NOS,High_Level_SNOMED
E2F3.,(Develop disord: [language][speech]) or (articulatn defect),High_Level_SNOMED
E2F30,(Developmental aphasia) or (word deafness),High_Level_SNOMED
E2F3z,Speech or language developmental disorder NOS,High_Level_SNOMED
E2F5.,Mixed disorder of psychological development,High_Level_SNOMED
E3...,Mental retardation,CTV3Map_Code_And_Term
E3...,Mental retardation,CTV3Map_Code_Only
E30..,(Mild mental retard (& [feeble-mind][moron])) or (educ subn),CTV3_Children
E31..,Other specified mental retardation,CTV3Map_Code_And_Term
E310.,"Moderate mental retardation, IQ in range 35-49",CTV3Map_Code_And_Term
E310.,"Moderate mental retardation, IQ in range 35-49",CTV3Map_Code_Only
E311.,"Severe mental retardation, IQ in range 20-34",CTV3Map_Code_And_Term
E311.,"Severe mental retardation, IQ in range 20-34",CTV3Map_Code_Only
E312.,Profound mental retardation with IQ less than 20,CTV3Map_Code_And_Term
E312.,Profound mental retardation with IQ less than 20,CTV3Map_Code_Only
E31z.,Other specified mental retardation NOS,CTV3Map_Code_And_Term
E3z..,Mental retardation NOS,CTV3Map_Code_And_Term
Eu700,[X]Mld mental retard with statement no or min impairm behav,CTV3Map_Code_And_Term
Eu701,[X]Mld mental retard sig impairment behav req attent/treatmt,CTV3Map_Code_And_Term
Eu70y,"[X]Mild mental retardation, other impairments of behaviour",CTV3Map_Code_And_Term
Eu70z,[X]Mild mental retardation without mention impairment behav,CTV3Map_Code_And_Term
Eu710,[X]Mod mental retard with statement no or min impairm behav,CTV3Map_Code_And_Term
Eu711,[X]Mod mental retard sig impairment behav req attent/treatmt,CTV3Map_Code_And_Term
Eu71y,[X]Mod retard oth behav impair,CTV3Map_Code_And_Term
Eu71z,[X]Mod mental retardation without mention impairment behav,CTV3Map_Code_And_Term
Eu720,[X]Sev mental retard with statement no or min impairm behav,CTV3Map_Code_And_Term
Eu721,[X]Sev mental retard sig impairment behav req attent/treatmt,CTV3Map_Code_And_Term
Eu72y,"[X]Severe mental retardation, other impairments of behaviour",CTV3Map_Code_And_Term
Eu72z,[X]Sev mental retardation without mention impairment behav,CTV3Map_Code_And_Term
Eu730,[X]Profound ment retrd wth statement no or min impairm behav,CTV3Map_Code_And_Term
Eu731,[X]Profound ment retard sig impairmnt behav req attent/treat,CTV3Map_Code_And_Term
Eu73y,"[X]Profound mental retardation, other impairments of behavr",CTV3Map_Code_And_Term
Eu73z,[X]Prfnd mental retardation without mention impairment behav,CTV3Map_Code_And_Term
Eu7y.,[X]Other mental retardation,CTV3Map_Code_And_Term
Eu7y0,[X]Oth mental retard with statement no or min impairm behav,CTV3Map_Code_And_Term
Eu7y1,[X]Oth mental retard sig impairment behav req attent/treatmt,CTV3Map_Code_And_Term
Eu7yy,"[X]Other mental retardation, other impairments of behaviour",CTV3Map_Code_And_Term
Eu7yz,[X]Other mental retardation without mention impairment behav,CTV3Map_Code_And_Term
Eu7z.,[X] (Unspec mental retard) or (mental defic [& subnorm] NOS),CTV3_Children
