code,term
100801000119107,Maternal tobacco use in pregnancy
10231000132102,In-vitro fertilization pregnancy
102872000,Pregnancy on oral contraceptive
102875003,Surrogate pregnancy
102876002,Multigravida
102881006,Normal placental secretion of chorionic gonadotropin
102882004,Abnormal placental secretion of chorionic gonadotropin
102883009,Increased placental secretion of chorionic gonadotropin
102884003,Decreased placental secretion of chorionic gonadotropin
102885002,Absence of placental secretion of chorionic gonadotropin
102886001,Increased amniotic fluid production
102887005,Decreased amniotic fluid production
102955006,Contraception failure
1031000119109,Insufficient prenatal care
10423003,Braun von Fernwald's sign
1052284009,Restless leg syndrome in pregnancy
106004004,Hemorrhagic complication of pregnancy
106009009,Fetal condition affecting obstetrical care of mother
106111002,Clinical sign related to pregnancy
10629511000119102,Rhinitis of pregnancy
10741871000119101,Alcohol dependence in pregnancy
10743651000119105,Inflammation of cervix in pregnancy
10743831000119100,Neoplasm of uterus affecting pregnancy
10743881000119104,Suspected fetal abnormality affecting management of mother
10745231000119102,Cardiac arrest due to administration of anesthesia for obstetric procedure in pregnancy
10749871000119100,Malignant neoplastic disease in pregnancy
10750111000119108,Breast lump in pregnancy
10750161000119106,Cholestasis of pregnancy complicating childbirth
10750801000119102,False labor before 37 completed weeks of gestation
10750991000119101,Cyst of ovary in pregnancy
10751771000119107,Placental abruption due to afibrinogenemia
10752251000119103,Galactorrhea in pregnancy
10753491000119101,Gestational diabetes mellitus in childbirth
10755951000119102,Heart murmur in mother in childbirth
10756261000119102,Physical abuse complicating childbirth
10756301000119105,Physical abuse complicating pregnancy
10759231000119102,Salpingo-oophoritis in pregnancy
10760221000119101,Uterine prolapse in pregnancy
10760541000119109,Traumatic injury to vulva during pregnancy
10760581000119104,Pain in round ligament in pregnancy
10760981000119107,Psychological abuse complicating pregnancy
10761061000119107,Sexual abuse complicating pregnancy
10761341000119105,Preterm labor without delivery
1076861000000103,Ultrasonography of retained products of conception
1079101000000101,Antenatal screening shows higher risk of Down syndrome
1079111000000104,Antenatal screening shows lower risk of Down syndrome
1079121000000105,Antenatal screening shows higher risk of Edwards and Patau syndromes
1079131000000107,Antenatal screening shows lower risk of Edwards and Patau syndromes
10807061000119103,Liver disorder in mother complicating childbirth
10835571000119102,Antepartum hemorrhage due to disseminated intravascular coagulation
10835971000119109,Anti-A sensitization in pregnancy
10836071000119101,Dislocation of symphysis pubis in pregnancy
110081000119109,Bacterial vaginosis in pregnancy
11082009,Abnormal pregnancy
1109951000000101,Pregnancy insufficiently advanced for reliable antenatal screening
1109971000000105,Pregnancy too advanced for reliable antenatal screening
111208003,Melasma gravidarum
111424000,Retained products of conception not following abortion
111447004,Placental condition affecting management of mother
11337002,Quickening of fetus
11454006,Failed attempted abortion with amniotic fluid embolism
1148801000000108,Monochorionic monoamniotic triplet pregnancy
1148811000000105,Trichorionic triamniotic triplet pregnancy
1148821000000104,Dichorionic triamniotic triplet pregnancy
1148841000000106,Dichorionic diamniotic triplet pregnancy
1149411000000103,Monochorionic diamniotic triplet pregnancy
1149421000000109,Monochorionic triamniotic triplet pregnancy
1167981000000101,Ultrasound scan for chorionicity
11687002,Gestational diabetes mellitus
11718971000119100,Diarrhea in pregnancy
118178000,Finding of placental function
118179008,Finding related to placental secretion of chorionic gonadotropin
118180006,Finding related to amniotic fluid function
118181005,Finding related to amniotic fluid production
118182003,Finding related to amniotic fluid turnover
118185001,Finding related to pregnancy
118189007,Prenatal finding
11914001,Transverse OR oblique presentation of fetus
119901000119109,Hemorrhage co-occurrent and due to partial placenta previa
12275071000119109,Conjoined twin pregnancy
12349003,Danforth's sign
127363001,"Number of pregnancies, currently pregnant"
127364007,Primigravida
127365008,Gravida 2
127366009,Gravida 3
127367000,Gravida 4
127368005,Gravida 5
127369002,Gravida 6
127370001,Gravida 7
127371002,Gravida 8
127372009,Gravida 9
127373004,Gravida 10
127374005,Gravida more than 10
12803000,High maternal weight gain
12867002,Fetal distress affecting management of mother
129597002,Moderate hyperemesis gravidarum
129598007,Severe hyperemesis gravidarum
12983003,Failed attempted abortion with septic shock
1323351000000104,First trimester bleeding
13404009,Twin-to-twin blood transfer
134435003,Routine antenatal care
134781000119106,High risk pregnancy due to recurrent miscarriage
135881001,Pregnancy review
13763000,"Gestation period, 34 weeks"
13798002,"Gestation period, 38 weeks"
13866000,Fetal acidemia affecting management of mother
13943000,Failed attempted abortion complicated by embolism
14049007,Chaussier's sign
14094001,Excessive vomiting in pregnancy
14418008,Precocious pregnancy
15196006,Intraplacental hematoma
15230009,Liver disorder in pregnancy
1538006,Central nervous system malformation in fetus affecting obstetrical care
15633004,"Gestation period, 16 weeks"
15643101000119103,Gastroesophageal reflux disease in pregnancy
15663008,Placenta previa centralis
1592005,Failed attempted abortion with uremia
16271000119108,Pyelonephritis in pregnancy
16320551000119109,Bleeding from female genital tract co-occurrent with pregnancy
16356006,Multiple pregnancy
1639007,Abnormality of organs AND/OR soft tissues of pelvis affecting pregnancy
16437531000119105,Ultrasonography for qualitative deepest pocket amniotic fluid volume
164817009,Placental localization
16836391000119105,Pregnancy of left fallopian tube
16836891000119104,Pregnancy of right fallopian tube
169224002,Ultrasound scan for fetal cephalometry
169225001,Ultrasound scan for fetal maturity
169228004,Ultrasound scan for fetal presentation
169229007,Dating/booking ultrasound scan
169230002,Ultrasound scan for fetal viability
169470007,Combined oral contraceptive pill failure
169471006,Progestogen-only pill failure
169488004,Contraceptive intrauterine device failure - pregnant
169501005,"Pregnant, diaphragm failure"
169508004,"Pregnant, sheath failure"
169524003,Depot contraceptive failure
169533001,Contraceptive sponge failure
169539002,Symptothermal contraception failure
169544009,Postcoital oral contraceptive pill failure
169545005,Postcoital intrauterine contraceptive device failure
169548007,Vasectomy failure
169550004,Female sterilization failure
169560008,Pregnant - urine test confirms
169561007,Pregnant - blood test confirms
169562000,Pregnant - vaginal examination confirms
169563005,Pregnant - on history
169564004,Pregnant - on abdominal palpation
169565003,Pregnant - planned
169566002,Pregnancy unplanned but wanted
169567006,Pregnancy unplanned and unwanted
169568001,Unplanned pregnancy unknown if child is wanted
169569009,Questionable if pregnancy was planned
169572002,Antenatal care categorized by gravida number
169573007,Antenatal care of primigravida
169574001,Antenatal care of second pregnancy
169575000,Antenatal care of third pregnancy
169576004,Antenatal care of multipara
169578003,Antenatal care: obstetric risk
169579006,Antenatal care: uncertain dates
169582001,Antenatal care: history of stillbirth
169583006,Antenatal care: history of perinatal death
169584000,Antenatal care: poor obstetric history
169585004,Antenatal care: history of trophoblastic disease
169587007,Antenatal care: precious pregnancy
169588002,Antenatal care: elderly primiparous
169589005,Antenatal care: history of infertility
169591002,Antenatal care: social risk
169595006,Antenatal care: history of child abuse
169597003,Antenatal care: medical risk
169598008,Antenatal care: gynecological risk
169600002,Antenatal care: under 5ft tall
169602005,Antenatal care: 10 years plus since last pregnancy
169603000,"Antenatal care: primiparous, under 17 years"
169604006,"Antenatal care: primiparous, older than 30 years"
169605007,"Antenatal care: multiparous, older than 35 years"
169613008,Antenatal care provider
169614002,Antenatal care from general practitioner
169615001,Antenatal care from consultant
169616000,Antenatal - shared care
169620001,Delivery: no place booked
169628008,Delivery booking - length of stay
169646002,Antenatal amniocentesis
169650009,Antenatal amniocentesis wanted
169651008,Antenatal amniocentesis - awaited
169652001,Antenatal amniocentesis - normal
169653006,Antenatal amniocentesis - abnormal
169657007,Antenatal ultrasound scan status
169661001,Antenatal ultrasound scan wanted
169662008,Antenatal ultrasound scan awaited
169667002,Antenatal ultrasound scan for slow growth
169668007,Antenatal ultrasound scan 4-8 weeks
169669004,Antenatal ultrasound scan at 9-16 weeks
169670003,Antenatal ultrasound scan at 17-22 weeks
169711001,Antenatal booking examination
169712008,Antenatal 12 weeks examination
169713003,Antenatal 16 week examination
169714009,Antenatal 20 week examination
169715005,Antenatal 24 week examination
169716006,Antenatal 28 week examination
169717002,Antenatal 30 week examination
169718007,Antenatal 32 week examination
169719004,Antenatal 34 week examination
169720005,Antenatal 35 week examination
169721009,Antenatal 36 week examination
169722002,Antenatal 37 week examination
169723007,Antenatal 38 week examination
169724001,Antenatal 39 week examination
169725000,Antenatal 40 week examination
169726004,Antenatal 41 week examination
169727008,Antenatal 42 week examination
173300003,Disorder of pregnancy
17380002,Failed attempted abortion with acute renal failure
17382005,Cervical incompetence
17532001,Breech malpresentation successfully converted to cephalic presentation
17594002,Fetal bradycardia affecting management of mother
17787002,Peripheral neuritis in pregnancy
18114009,Prenatal examination and care of mother
18122002,Normal uterine contraction wave
19099008,Failed attempted abortion with laceration of bladder
19228003,Failed attempted abortion with perforation of bladder
19363005,Failed attempted abortion with blood-clot embolism
19569008,Mild hyperemesis gravidarum
19866007,Previous operation to cervix affecting pregnancy
198806007,Failed attempted abortion with genital tract or pelvic infection
198807003,Failed attempted abortion with delayed or excessive hemorrhage
198808008,Failed attempted abortion with damage to pelvic organs or tissues
198809000,Failed attempted abortion with renal failure
198810005,Failed attempted abortion with metabolic disorder
198811009,Failed attempted abortion with shock
198812002,Failed attempted abortion with embolism
198874006,"Failed medical abortion, complicated by genital tract and pelvic infection"
198875007,"Failed medical abortion, complicated by delayed or excessive hemorrhage"
198876008,"Failed medical abortion, complicated by embolism"
198878009,"Failed medical abortion, without complication"
198900002,Placenta previa without hemorrhage - not delivered
198903000,Placenta previa with hemorrhage
198906008,Placenta previa with hemorrhage - not delivered
198911005,Placental abruption - not delivered
198918004,Antepartum hemorrhage with coagulation defect - not delivered
198920001,Antepartum hemorrhage with trauma
198923004,Antepartum hemorrhage with trauma - not delivered
198925006,Antepartum hemorrhage with uterine leiomyoma
198928008,Antepartum hemorrhage with uterine leiomyoma - not delivered
198992004,Eclampsia in pregnancy
199023008,Mild hyperemesis-not delivered
199025001,Hyperemesis gravidarum with metabolic disturbance
199028004,Hyperemesis gravidarum with metabolic disturbance - not delivered
199047001,False labor
199049003,Threatened premature labor - not delivered
199050003,False labor at or after 37 completed weeks of gestation
199064003,Post-term pregnancy - not delivered
199088001,Habitual aborter - not delivered
199095005,Peripheral neuritis in pregnancy - not delivered
199101006,Asymptomatic bacteriuria in pregnancy - not delivered
199110003,Infections of kidney in pregnancy
199112006,Infections of the genital tract in pregnancy
199118005,Liver disorder in pregnancy - not delivered
199123005,Fatigue during pregnancy - not delivered
199129009,Herpes gestationis - not delivered
199139003,Pregnancy-induced edema and proteinuria without hypertension
199141002,Gestational edema with proteinuria
199194006,Maternal rubella during pregnancy - baby not yet delivered
199227004,Diabetes mellitus during pregnancy - baby not yet delivered
199246003,Anemia during pregnancy - baby not yet delivered
199254001,Drug dependence during pregnancy - baby not yet delivered
199305006,Complications specific to multiple gestation
199306007,Continuing pregnancy after abortion of one fetus or more
199307003,Continuing pregnancy after intrauterine death of one or more fetuses
199314001,Normal delivery but ante- or post- natal conditions present
199318003,Twin pregnancy with antenatal problem
199322008,Triplet pregnancy with antenatal problem
199326006,Quadruplet pregnancy with antenatal problem
199345002,Unstable lie with antenatal problem
199359009,Oblique lie with antenatal problem
199363002,Transverse lie with antenatal problem
199378009,Multiple pregnancy with malpresentation
199381004,Multiple pregnancy with malpresentation with antenatal problem
199397009,Cephalopelvic disproportion
199406006,Generally contracted pelvis with antenatal problem
199410009,Inlet pelvic contraction with antenatal problem
199414000,Outlet pelvic contraction with antenatal problem
199416003,Mixed feto-pelvic disproportion
199419005,Mixed feto-pelvic disproportion with antenatal problem
199423002,Large fetus causing disproportion with antenatal problem
199425009,Hydrocephalic disproportion
199428006,Hydrocephalic disproportion with antenatal problem
199466009,Retroverted incarcerated gravid uterus
199470001,Retroverted incarcerated gravid uterus with antenatal problem
199484006,Cervical incompetence with antenatal problem
199577000,Fetal-maternal hemorrhage - delivered
199578005,Fetal-maternal hemorrhage with antenatal problem
199582007,Rhesus isoimmunization - delivered
199583002,Rhesus isoimmunization with antenatal problem
199625002,Placental transfusion syndromes
199719009,Elderly primigravida with antenatal problem
199732004,Abnormal findings on antenatal screening of mother
199733009,Abnormal hematologic finding on antenatal screening of mother
199734003,Abnormal biochemical finding on antenatal screening of mother
199735002,Abnormal cytological finding on antenatal screening of mother
199737005,Abnormal radiological finding on antenatal screening of mother
199738000,Abnormal chromosomal and genetic finding on antenatal screening of mother
199741009,Malnutrition in pregnancy
200233001,Antenatal deep vein thrombosis with antenatal complication
200444007,Galactorrhea in pregnancy and the puerperium
200448005,Galactorrhea in pregnancy and the puerperium with antenatal complication
201134009,Alopecia of pregnancy
20286008,Gorissenne's sign
20753005,Hypertensive heart disease complicating AND/OR reason for care during pregnancy
20845005,Meconium in amniotic fluid affecting management of mother
21334005,Failed attempted abortion with oliguria
21346009,Double uterus affecting pregnancy
21623001,Fetal biophysical profile
21737000,Retained fetal tissue
21882006,Face presentation of fetus
22173004,Excessive fetal growth affecting management of mother
22281000119101,Post-term pregnancy of 40 to 42 weeks
22288000,Tumor of cervix affecting pregnancy
223003,Tumor of body of uterus affecting pregnancy
22753004,Fetal AND/OR placental disorder affecting management of mother
22758008,Spalding-Horner sign
228471000000102,Routine obstetric scan
228531000000103,Cervical length scanning at 24 weeks
228551000000105,Mid trimester scan
228691000000101,Non routine obstetric scan for fetal observations
228701000000101,Fetal ascites scan
228711000000104,Rhesus detailed scan
228881000000102,Ultrasound monitoring of early pregnancy
228921000000108,Obstetric ultrasound monitoring
22966008,Hypertensive heart AND renal disease complicating AND/OR reason for care during pregnancy
23001005,Stenosis AND/OR stricture of cervix affecting pregnancy
23177005,Crepitus uteri
232671000000100,Fetal measurement scan
234058009,Genital varices in pregnancy
23464008,"Gestation period, 20 weeks"
235888006,Cholestasis of pregnancy
23717007,Benign essential hypertension complicating AND/OR reason for care during pregnancy
237201006,Rectocele complicating antenatal care - baby not yet delivered
237205002,Rectocele affecting obstetric care
237230004,Uremia in pregnancy without hypertension
237233002,Concealed pregnancy
237234008,Undiagnosed pregnancy
237235009,Undiagnosed breech
237236005,Undiagnosed multiple pregnancy
237237001,Undiagnosed twin
237238006,Pregnancy with uncertain dates
237239003,Low risk pregnancy
237240001,Teenage pregnancy
237241002,Viable pregnancy
237243004,Biochemical pregnancy
237244005,Single pregnancy
237247003,Continuing pregnancy after abortion of sibling fetus
237249000,Complete hydatidiform mole
237250000,Incomplete hydatidiform mole
237253003,Viable fetus in abdominal pregnancy
237254009,Unruptured tubal pregnancy
237256006,Disorder of pelvic size and disproportion
237257002,Midpelvic contraction
237259004,Variation of placental position
237270006,Antepartum hemorrhage with hypofibrinogenemia
237271005,Antepartum hemorrhage with hyperfibrinolysis
237272003,Antepartum hemorrhage with afibrinogenemia
237273008,Revealed accidental hemorrhage
237274002,Concealed accidental hemorrhage
237275001,Mixed accidental hemorrhage
237276000,Indeterminate antepartum hemorrhage
237277009,Marginal placental hemorrhage
